lemma_id	lemma	dcs_grammar	raw	declined	presind	acc_rate	gloss
144808	puṣpamāsa	m	4	4	0		the spring
35185	ninīṣu	adj	4	4	0		wishing to take or carry or bring or lead to (acc. or acc. with prati) or spend (time)
22224	abhidruh	adj	4	4	0		seeking to injure; inimical; heimt￼ckisch
157686	anukūlay	Denom. P.	4	2	1		to act in a friendly way towards; to favour
7001	atilaṅghana	n	4	4	0		excessive fasting; transgression (of a rule)
159707	ākulay	Denom. P.	4	2	0		to make disordered; to dishevel; to perturb
21806	aprākṛta	adj	4	4	0		not principal; not original; special; particular; not vulgar; extraordinary
94516	pāśabhṛt	m	4	4	0		
162495	pratinad	1.P.	4	2	0		to sound back; to answer with a cry or shout
122796	vidyutvat	adj	4	4	0		containing or charged with lightning (a cloud)
28765	nīlābja	n	4	2	0		a blue waterlily
66479	rathāṅgī	f	4	4	0		a species of medicinal plant
90395	draḍhiman	m	4	3	0		firm place; stronghold against persecutors; firmness; resolution; affirmation; assertion; reliability
105349	savayas	f	4	4	0		a woman's female friend or confidante
34478	nirviśeṣa	n	4	3	0		absence of difference; indiscriminateness; likeness
12112	karṇikāra	n	4	3	0		the flower of Pterospermum acerifolium; the pericarp of a lotus
20145	paryutsuka	adj	4	3	0		very restless; much excited; eagerly desirous; longing for (dat.)
45356	upayantṛ	m	4	4	0		a husband
19224	paripārśva	adj	4	1	0		being at or by one's side; near; at hand
163246	vikuñcay	10.P.	4	1	0		to contract; to draw back (the ears)
207825	ātmajanman	m	4	3	0		a son
40139	oṣadhiprastha	n	4	2	0		name of the Himālaya
170013	anubhuj	7.Ā.	4	0	1		to enjoy in order (e.g., jewelry)
155702	prasādhikā	f	4	3	0		a lady's maid; wild rice
22684	kālāñjana	n	4	2	0		a black unguent
47507	vimanyu	adj	4	4	0		free from anger or fury
112802	sāmparāya	adj	4	3	0		required by necessity or calamity; relating to war or battle; warlike; relating to the other world or to the future
131076	śaśabhṛt	m	4	4	0		the moon
204010	siddhidā	f	4	4	0		= vijayā (= cannabis); name of an attendant of Devī
161041	caṇḍaghaṇṭā	f	4	4	0		name of Durgā
143600	putraṃjīva	m	4	2	0		Putranjiva Roxburghii (from its seeds are made necklaces which are suppose)
151491	pratibījam	ind	4	0	0		for every sort of grain
35029	nityakriyā	f	4	4	0		a regular and necessary act or ceremony; name of a work
3094	kuṣmāṇḍī	f	4	3	0		Beninkasa cerifera Savi.; name of Durgā
161130	ghātaka	adj	4	4	0		made of the Ghātaka (= Vadhaka) wood; destroying
39141	ekacārin	adj	4	3	0		living alone; solitary; unique
26333	bhramaraka	m	4	4	0		a bee; a ball for playing with; a whirlpool
82426	tilataṇḍulaka	n	4	4	0		an embrace; a kind of embrace preceding sexual intercourse
3312	kūṭaka	n	4	2	0		elevation; prominence; projection; deception; fraud
58537	āndhra	adj	4	3	0		belonging to the Andhra people
54687	avasānika	adj	4	4	0		forming the end of (in comp.)
51970	cukraka	n	4	4	0		sorrel
209109	kalahay	Denom. P.	4	3	0		to quarrel
155857	prācurya	n	4	4	0		multitude; abundance; plenty; amplitude; prolixity; prevalence; currency
38187	uśīraka	n	4	1	0		the above root
212249	yojin	adj	4	4	0		(ifc.) taking part in
26907	maṇikāra	m	4	2	0		a lapidary; the adulterous off spring of Vaiśya parents whose mother's husband is still alive; name of various authors
19392	parimoṣa	m	4	4	0		theft; robbery
150645	praghāta	m	4	4	0		a blow; stroke; a battle; fight; the edging of a garment; fore-edge (of a garment)
158709	abhinimantray	Denom.P.	4	1	0		to summon; to invite
125375	gopālikā	f	4	1	0		a kind of worm or fly found on dung-heaps; a cowherd's wife; [bot.] a kind of plant
165750	bahupādikā	f	4	2	0		Salvinia cucullata Roxb.
67918	vajrakandaka	mn	4	4	0		[bot.] = vajrakanda
20520	anyathāvādin	adj	4	4	0		speaking differently
211985	āsidh	1.P.,1.Ā.	4	3	0		to imprison
140014	pratiṣedhaka	adj	4	4	0		prohibiting; preventive; denying negative; keeping off
145236	pūrvavādin	m	4	4	0		a complainant; plaintiff
156070	prāṅnyāya	m	4	3	0		(in law) a former trial of a cause; special plea
163645	visaṃvad	1.P.,1.Ā.	4	1	1		to break one's word or promise; to fail in an agreement; to contradict; to raise objections
212009	anāyasa	adj	4	4	0		not made of iron
175074	vatsanābhaka	mn	4	4	0		[alchemy] a kind of poison
199413	anisṛṣṭa	adj	4	4	0		leaving (home without permission); not handed over
199741	agṛhṇat	adj	4	4	0		not taking
14427	nyagbhāva	m	4	3	0		being brought or coming down; being sunk or absorbed in
55098	aviyogin	adj	4	4	0		not liable to separation
101677	saubhāgyavat	adj	4	2	0		endowed with beauty; possessing good fortune; auspicious; fortunate
152176	prādhyayana	n	4	4	0		commencement of recitation or study
9634	adhyagni	ind	4	0	0		over or by the nuptial fire
20603	anvādheya	n	4	4	0		property presented after marriage to the wife by her husband's family
153960	prekṣaka	adj	4	4	0		looking at; considering; judging; curious
143702	punargrahaṇa	n	4	4	0		repeatedly taking up (with a ladle etc.); repetition
46133	upāyin	adj	4	4	0		going near; one who approaches; one who reaches; approaching sexually; expert in the use of means
39890	aiḍaka	adj	4	4	0		coming from the sheep Eḍa
103958	sammarśana	n	4	4	0		stroking
208819	prabhāga	m	4	2	0		division
155010	prasava	m	4	4	0		the pressing out (Soma juice)
112458	sāṃnipātin	adj	4	0	0		falling together; forming a single unit
102144	skambhasarjanī	f	4	4	0		a particular part of a pillar
45791	upasarjanī	f	4	3	0		infusion; kneading-water
223009	ālips	Desid.Ā.,Desid.P.	4	1	2		to desire to touch
224550	avamarśay	10.P.,10.Ā.	4	0	4		to make touch
19207	paripaśavya	adj	4	4	0		relating to the sacrificial victim; [relating to] the two oblations before and after killing a [sacrificial] animal
224500	pratidevatam	ind	4	0	0		
55740	uttaramandrā	f	4	3	0		a loud but slow manner of singing
89446	jumbaka	m	4	4	0		name of a Varuṇa
224160	vaiśvadevastut	m	4	4	0		one of the days of a sarvamedha
41837	ṣaḍgava	mn	4	4	0		a yoke of six oxen
75583	vastunirdeśa	m	4	3	0		table of contents; register
124932	gauḍīya	adj	4	4	0		relating to Gauḍa or Bengāl
82946	tulyayogitā	f	4	3	0		name of a simile
111295	sahokti	f	4	2	0		speaking together or at the same time; (in rhet.) a comparison of many objects by using the word saha (opp. to vinﾓkti
7287	atiśayokti	f	4	4	0		hyperbolical language; extreme assertion; verbosity
22247	abhidhitsā	f	4	4	0		desire of expressing or naming
169699	asambhavin	adj	4	3	0		impossible; not coexisting
11149	anumā	f	4	4	0		inference; a conclusion from given premises
176636	kaṇabhakṣa	m	4	1	0		a follower of Kaṇāda
141590	vṛtrahantṛ	m	4	4	0		name of Indra
169871	ṣaṣṭī	f	4	3	0		the 6th day of a lunar month; the 6th case
20152	paryudāsa	m	4	3	0		a prohibitive rule; exception
165164	samavasru	1.P.	4	0	0		to flow off or away; to flow out; to flow away
160633	upasidh	1.P.	4	0	0		to keep off
129875	gātumat	adj	4	4	0		spacious; commodious; f￶rdernd
60025	aśeva	adj	4	4	0		not causing pleasure; pernicious; unheilvoll; unfriendly
76444	vāji	m	4	4	0		a particular manner of cutting the hair
224346	upadhur	f	4	4	0		
92674	pavīrava	adj	4	4	0		having a metallic share (as a plough)
224275	krūḍay	10. P.	4	1	1		
157941	anubhā	2.P.	4	0	4		to shine after another (acc.)
48583	bhaṅga	adj	4	4	0		breaking; bursting (said of the Soma)
222860	nimrada	m	4	4	0		Zermalmer
157417	atibhū	1.P.	4	0	1		to originate or take rise in an excessive way
222292	vidīv	4.P.,4.Ā.	4	0	3		to distribute by gambling
216416	abhyāsthā	1.P.,1.Ā.	4	0	4		sich auf etwas stellen
46175	upolapa	adj	4	4	0		nearly of the character of a shrub; shrub-like
106761	suketa	m	4	4	0		name of an Āditya
8613	saketa	m	4	4	0		name of an Āditya
164249	caturtha	n	4	4	0		a quarter; a collection of four
77898	mahāhavis	m	4	4	0		name of a Hotṛ
222923	apratidhṛṣya	m	4	4	0		name of a man
145597	pūrṇamās	m	4	4	0		full moon
222943	udaraṇa	n	4	4	0		Hinaufsteigen
134437	kṣamavat	adj	4	4	0		knowing what is proper or right
224389	vibādhavat	adj	4	4	0		
224401	vīryāvattama	adj	4	4	0		
152379	priyavat	adj	4	4	0		possessing friends; containing the word priya
160401	upadīpay	10.P.	4	0	1		to kindle; to set on fire
101724	saumendra	adj	4	4	0		belonging to Soma and Indra
75262	vasavya	adj	4	4	0		(prob.) wealthy; affluent (applied to Agni)
19805	parisrut	adj	4	4	0		flowing round or over; foaming; fermenting; umflie￟end
44154	namovṛkti	f	4	4	0		reverential cleansing (of the Barhis)
161320	nibādh	1.Ā.	4	2	0		to press down or together; to confine; to obstruct; to oppress
47438	vipuṃsaka	adj	4	4	0		not quite manly; unmanly
9803	anaḍvāhī	f	4	4	0		a cow
160079	ujjāpay	10.P.	4	0	4		to cause to conquer (with two acc.); to cause to win
125514	gaudhūma	adj	4	4	0		made of wheat straw; made of wheat; wheaten
152161	prātaḥsava	m	4	4	0		the morning libation of Soma (accompanied with 10 ceremonial observances)
224259	visraṃsikā	f	4	3	0		
224110	dakṣiṇātsad	adj	4	4	0		
55806	uttarātsad	adj	4	4	0		
54636	avasvadvat	adj	4	4	0		united with the desirous one
224093	vaṇḍa	adj	4	3	0		tailless
127559	śmaśruṇa	adj	4	4	0		bearded (as a goat)
49831	bhālandana	m	4	4	0		patr. from bhalandana; a patron. of Vatsaprī
104439	sarpiṣvat	adj	4	4	0		provided or prepared with clarified butter
224759	saṃvlī	9. P.	4	0	0		
11461	anusītam	ind	4	0	0		along the furrow
155160	prāṇa	adj	4	2	0		filled; full
50264	bhiṣagvatī	f	4	4	0		name of particular verses containing the word bhiṣaj
162660	pratiṣīv	4.P.	4	0	0		to sew on; festn￤hen
127757	śaiva	n	4	4	0		auspiciousness; welfare; prosperity; name of a Śāstra and of a Tantra and of a Purāṇa
112737	sāmāsika	adj	4	4	0		comprehensive; concise; succinct; brief; relating or belonging to a Samāsa or compound word
149456	brahmārpaṇa	n	4	4	0		the offering of sacred texts; name of a magical spell
158641	abhidā	3.P.	4	1	0		to give; to bestow
38577	ūrdhvasrotas	n	4	4	0		name of a particular creation
16341	parānta	m	4	3	0		name of a people; death
209557	nirūpa	adj	4	4	0		unreal; false; non-existent; gegenstandslos
151953	prāṇaśakti	f	4	4	0		a particular śakti; name of Devī
77042	mahānandā	f	4	4	0		ardent spirits; a species of plant; the 9th day in the light half of the month Māgha; name of a river; name of Devī
81910	lolā	f	4	3	0		the tongue; lightning; name of the goddess of fortune or Lakṣmī; name of Dākṣāyaṇi in Utpalāvartaka; name of the mother of the Daitya Madhu; name of a Yoginī; name of two metres; ajā vibhāvarī saumyā bhoginī bhogadāyinī
209583	vinipātin	adj	4	4	0		destroying
148812	brahmakalā	f	4	4	0		name of Dākṣāyaṇī who dwells in the heart of men; [rel.] name of Devī
13880	kāmarūpiṇī	f	4	3	0		the plant Physalis Flexuosa; Viṣṇu in seiner Form als Mohinī; [rel.] name of Devī
92158	dharmameghā	f	4	3	0		name of one of the 10 Bhūmis; [rel.] name of Devī
107098	sugandhika	adj	4	4	0		fragrant
160969	cakṣuṣa	m	4	4	0		name of a son of Ripu
92735	paśubhartṛ	m	4	4	0		name of Śiva
199023	meghavāha	m	4	4	0		name of a Yogaśiṣya; name of Śiva
205960	himaśailajā	f	4	4	0		name of Pārvatī
86887	devavarṇinī	f	4	4	0		name of a daughter of Bharadvāja
139464	viṣṭi	m	4	4	0		name of one of the seven ṣis in the 11th Manvantara
109079	hārita	m	4	4	0		green (the colour); a moderate wind neither too gentle nor too strong; the Haritāla pigeon; name of a son of Viśvāmitra (his family); name of the Varṣa ruled by Harita
103852	sambhūti	m	4	4	0		name of a son of Dubsaha; name of a brother [or: son] of Trasadasyu; name of a judge
171029	śreyaskaratara	adj	4	4	0		
169908	bhañjay	10. P.	4	0	0		to break (tr.)
97404	tārāpīḍa	m	4	4	0		the moon; name of several princes
17052	satvata	m	4	4	0		name of a son of Mādhava (Māgadha) and Aṃśa; name of a son of Aṃśu
51174	cāruveṣa	m	4	4	0		name of a son of Kṛṣṇa
208350	hotrin	adj	4	4	0		performing the Hotra
125106	granthakāra	m	4	3	0		author
208512	amākṣika	adj	4	4	0		(honey) not gathered by bees
199537	aviniścaya	m	4	4	0		lack of decision
141970	vṛṣaketana	m	4	4	0		name of Śiva
24489	kubjāmra	n	4	4	0		name of a Tīrtha
209748	kṛttivāseśvara	mn	4	4	0		name of a Liṅga at Benares
139371	viśveśvara	n	4	4	0		the Nakṣatra Uttarashāḍhā; name of a place
68176	vaṭeśvara	m	4	2	0		name of a Liṅga; name of a poet and of various other men; Name eines rasas; [rel.] a form of Śiva
27037	maṇīcaka	m	4	4	0		a king-fisher; halcyon; name of a son of king Havya
14354	naiṣadha	n	4	4	0		name of an artificial epic poem by Śrīharṣa (treating of Nala's adventures); name of the Varṣa ruled by Hari
130029	gandhamādana	n	4	3	0		the forest on the mountain Gandha-mādana; [geogr.] name of a Varṣa
138227	vivaha	m	4	4	0		name of one of the seven winds; name of one of the seven tongues of fire
106816	sukhā	f	4	4	0		(in phil.) the effort to win future beatitude; piety; virtue; (in music) a particular Mūrchanā; name of the city of Varuṇa; name of one of the 9 śaktis of Shiva
149476	brahmopeta	m	4	4	0		name of a Rakṣas
73513	yathāvīrya	adj	4	4	0		of whatever strength
167218	śukrā	f	4	4	0		bamboo-manna (Tabāshīr); a class of sunrays
116552	śatasāhasra	adj	4	4	0		amounting to a hundred thousand; containing a hundred hundred; consisting of a hundred hundred; a hundred hundred-fold
110190	hiraṇmaya	mn	4	4	0		one of the 9 Varshas or divisions of the continent (said to be between the mountainous ranges Śveta and Śṛṅgavat)
208566	sitānta	m	4	2	0		name of a mountain
75365	vasudhāra	m	4	4	0		name of a mountain
208570	gajaśaila	m	4	4	0		name of a mountain in the south of lake Mānasa
15062	pañcaśaila	m	4	4	0		name of a mountain
35579	madhumant	m	4	4	0		name of a country; name of a city (?); name of a people; name of a mountain in the west of lake Mānasa
111557	sahasraśikhara	m	4	4	0		name of the Vindhya mountains; name of a mountain in the west of lake Mānasa
107189	sucakṣus	m	4	4	0		Ficus Glomerata; a wise or learned man; [geogr.] name of a river
83601	toyā	f	4	4	0		name of a river in Śālmaladvīpa; name of a river
108077	suprayogā	f	4	4	0		name of a river
85262	dundubhisvana	m	4	4	0		a kind of magical formula against evil spirits supposed to possess weapons; name of a Varṣa; name of a mountain
91734	dhanya	m	4	4	0		infidel; atheist; a spell for using or restraining magical weapons; Vatica Robusta; name of a man; name of the Vaiśyas in Krauñcadvīpa
4176	kṛṣṇapiṅgala	m	4	4	0		name of a man; [rel.] name of Śiva
108442	sumedhas	m	4	4	0		name of a ṣi under Manu Cākṣuṣa; name of a son of Vedamitra; a particular class of gods under the fifth Manu; a particular class of deceased ancestors
126403	śuṣmāyaṇa	m	4	4	0		patr. of a Soma; name of a Vyāsa
41611	śvetaśikha	m	4	4	0		name of a pupil of Śveta
41658	śvetāsya	m	4	4	0		name of a pupil of Śveta
67026	lokākṣi	m	4	4	0		name of a preceptor
4426	ketuśṛṅga	m	4	4	0		name of a king
24386	kuthumin	m	4	4	0		name of a teacher
199035	madhupiṅga	m	4	4	0		name of a Muni
32261	ayathākṛta	adj	4	4	0		done unfitly
78924	mānyasthāna	n	4	4	0		a title to respect
10355	anārogya	adj	4	4	0		unhealthy
208644	dambhana	n	4	3	0		fraud; deceit
113557	siṃhatuṇḍa	m	4	2	0		a kind of fish; Euphorbia Ligularia
48084	vicintana	n	4	4	0		thinking; thought
69349	varāhaparvata	m	4	4	0		name of a mountain
77704	mahāśalka	m	4	4	0		a kind of prawn or sea crab
68909	vaptṛ	m	4	4	0		a sower; a procreator; progenitor; father; a poet
156411	grāmayājaka	adj	4	4	0		offering sacrifices or conducting the ceremonies for every member of a community including unworthy persons (doing it out of avarice)
81651	lepabhāgin	m	4	3	0		a paternal ancestor
61323	asthisaṃcayana	n	4	4	0		the ceremony of collecting the bones (after burning a corpse)
17310	sadyaḥśauca	n	4	4	0		present or immediate purity
61322	asthisaṃcaya	m	4	4	0		the ceremony of collecting the bones (after burning a corpse)
65951	rajakī	f	4	4	0		the wife of a washerman; name of a woman on the third day of her impurity; a washerwoman
5359	akravyāda	adj	4	3	0		not carnivorous
3840	kṛcchrārdha	m	4	4	0		an inferior penance lasting only six days
23570	kīṭaja	n	4	1	0		silk
11958	antyakarman	n	4	4	0		funeral rites
48142	vijaya	n	4	4	0		the poisonous root of the plant Vijayā; a royal tent; a kind of pavilion; name of a sacred district in Kaśmīra
127248	śūlahasta	m	4	4	0		lancer; name of Śiva
91992	dharmaketu	m	4	4	0		name of a son of Suketu and father of Satyaketu; a Buddha; a Jaina saint
175767	śakratīrtha	n	4	4	0		[rel.] name of a Tīrtha at the Narmadā
14091	kāyāvarohaṇa	n	4	4	0		two names of places
51701	cittala	adj	4	4	0		moderate
41838	ṣaḍgava	n	4	4	0		six cows; a yoke of six animals of any kind
27670	niruja	adj	4	4	0		healthy; wholesome
81018	lalitavistara	m	4	3	0		name of a Sūtra wk. giving a detailed account of the artless and natural acts in the life of the Buddha
53976	avakramaṇa	n	4	1	0		descending (into a womb); conception
22418	abhibhavana	n	4	3	0		overpowering; the state of being overpowered
221534	paryeṣay	10.P.,10.Ā.	4	2	0		to search
162831	pratyuttṛ	1.P.	4	0	1		to come home; to return; to betake one's self to (acc.); heimkehren; sich begeben zu (Acc.)
8808	saṃkusumita	adj	4	4	0		flowering; fully blown or budded; fully expanded or manifested (occurring in the names of various Buddhas)
11043	anupālin	adj	4	3	0		preserving; keeping up
212804	dvīpaka	m	4	2	0		name of a bird
122832	vidhamana	n	4	1	0		the act of blowing away or asunder
165458	samprakṣubh	9.P.,4.P.,4.Ā.	4	2	0		to be shaken or agitated; to become confused
37881	uragasāracandana	n	4	2	0		a kind of sandal-wood
54573	avalokita	n	4	3	0		looking at; beholding
201506	asaṃtrasta	adj	4	3	0		
47452	vipratyanīka	adj	4	4	0		hostile
176683	vihāyasaṃgama	adj	4	4	0		flying in the air
162084	pariprāpay	10.P.	4	0	4		to get done; to bring about; to accomplish
222028	avaivartya	adj	4	0	0		
158712	abhinirgam	1.P.	4	3	1		to go out or away from (abl.)
80676	laṅkādhipati	m	4	4	0		name of Rāvaṇa
200895	anavadhārita	adj	4	0	0		
55187	aviṣaya	adj	4	3	0		not having an object
201123	aprahīṇa	adj	4	2	0		
201251	apracarita	adj	4	0	0		
167329	mahāśūnyatā	f	4	4	0		die gro￟e śūnyatā
140178	pratyavasthāna	n	4	3	0		objection; removal; setting aside; former state or place; status quo; opposition; hostility
83481	taimira	adj	4	3	0		
85732	durvāsa	m	4	3	0		name of a man
169809	pañcadaśaka	n	4	4	0		
144374	puṃliṅga	n	4	4	0		the male organ; the masculine gender
125203	guhāvāsin	m	4	4	0		name of a Muni; a form of Śiva during the 17th parivarta; name of Śiva
61759	ākāśagamana	n	4	3	0		going through the atmosphere
170630	atibhava	m	4	3	0		
201323	anaupama	adj	4	4	0		uncomparable
36482	mantrasnāna	n	4	4	0		the recitation of particular texts as a substitute for ablution
96546	tamālaka	n	4	4	0		the leaf of Laurus Cassia; Marsilea quadrifolia
96126	tanayitnu	adj	4	4	0		roaring; thundering
2099	kamalayoni	m	4	3	0		name of Brahmā
140964	prabhāṣita	n	4	4	0		speech; talk
129151	gandhamāda	m	4	4	0		name of a son of Śvaphalka; name of a monkey; = the mountain Gandhamādana (?)
176662	hairaṇmaya	adj	4	3	0		golden; consisting of gold
198633	aniṣpanda	adj	4	4	0		motionless
161544	nisru	1.P.,1.Ā.	4	0	2		to flow down or forth; to spring or arise from (abl.)
14556	pakṣaja	m	4	4	0		the moon; name of particular clouds
151750	pratāpana	adj	4	4	0		making hot; paining; tormenting
23119	kāśyapeya	m	4	4	0		a patr. of the twelve Ādityas; name of Garuḍa; name of Aruṇa (the sun)
98339	suvarṇaretas	djma	4	4	0		name of Śiva
108163	subīja	m	4	4	0		name of Śiva; the poppy; Zizyphus Jujuba
115257	śataghnin	adj	4	4	0		having the weapon Śata-ghnī
83388	tejaskara	adj	4	4	0		granting vital power
107329	sutīrtha	m	4	4	0		a good teacher; name of Śiva; name of a king
51932	cīravāsas	m	4	4	0		name of Śiva; name of a Yakṣa; name of a prince
18357	sabhāgya	adj	4	4	0		fortunate
161765	cakrahasta	m	4	4	0		name of Śiva; [rel.] name of Viṣṇu
77892	mahāhanu	m	4	4	0		name of a Nāga; name of a Dānava; name of a being attending on Śiva; name of a son of Rohiṇī; name of Śiva
46325	vāyuvāhana	m	4	4	0		name of Viṣṇu; name of Śiva
82629	tīrthadeva	m	4	2	0		Śiva
104977	sarvāṅga	m	4	4	0		name of Śiva
122181	vinirmātṛ	m	4	4	0		a maker; builder; creator
163005	pralup	6.P.	4	0	2		to pluck or pull out; to be interrupted or disturbed or violated or destroyed
208761	kadrudra	m	4	4	0		name of Śiva (?)
72563	mauktika	adj	4	3	0		striving after final emancipation
79330	mārgaśīrṣaka	m	4	1	0		the month otherwise known as Mārgaśīrṣa
156270	grahapīḍā	f	4	2	0		an eclipse
74070	yavānna	n	4	4	0		barley-food; boiled barley
56101	utsāhin	adj	4	4	0		powerful; mighty; firm; steady; active; energetic
89557	jaiva	adj	4	4	0		belonging to the living personal soul (jīva); relating to Jupiter (Thursday)
28	aṃśupaṭṭa	n	4	4	0		a kind of cloth
59825	avyāpta	adj	4	4	0		not pervaded with
204835	vipluṣa	m	4	2	0		[alchemy]; a drop
165006	saṃnihan	2.P.	4	1	0		to strike at; to strike; to kill
44248	narakesarin	m	4	4	0		Viṣṇu in his 4th Avatāra
97926	suragaṇa	m	4	3	0		name of Śiva; name of a village
85252	dundubha	m	4	4	0		an unvenomous watersnake; name of Śiva; name of a Vedic school; a drum
154046	plavana	adj	4	4	0		inclined; stooping down towards
13838	kāmapatnī	f	4	4	0		the wife of Kāma (viś. Rati)
202344	sukhībhū	1.P.,1.Ā.	4	0	0		to become happy
105981	sitāṃśu	m	4	1	0		the moon; camphor
162097	paribhartsay	10.P.	4	2	0		to threaten; to menace; to scold; to chide
172197	tittiḍī	f	4	3	0		Tamarindus indica (Ray, Rasārṇava)
34124	nirākṛti	adj	4	4	0		formless; shapeless (Viṣṇu); deformed; ugly
164810	saṃsū	2.Ā.	4	0	3		to bring forth; to give birth to (acc.); to cause; to produce
209219	arudra	adj	4	4	0		without Rudra
209229	śivahasta	n	4	2	0		(? term. techn.)
21200	apasaraṇa	n	4	4	0		going away
42030	ṣoḍaśavidha	adj	4	4	0		of 16 kinds; 16-fold
36391	mantrajña	m	4	4	0		a spy; a learned Brahman; priest
96285	tantuka	mn	4	3	0		a kind of serpent; the plant ūtu-bha; a thread
207708	yathāprāptam	ind	4	0	0		as available
34719	nīrūpa	adj	4	3	0		shapeless
172815	rasāyin	adj	4	4	0		
32506	araṇi	m	4	3	0		the plant Premna Spinosa; the sun
105900	sitakṣudrā	f	4	4	0		a white-blossomed Kaṇṭakārī
38002	uruvu	mf	4	1	0		Ricinus Communis
1360	kadambapuṣpī	f	4	4	0		name of a plant
60980	asipattra	m	4	4	0		the sugar-cane (Scirpus Kysoor Roxb.); name of a hell
166096	himādrijā	f	4	4	0		Name einer Pflanze
161198	ghṛṣṭi	f	4	3	0		rubbing; grinding; pounding; emulation; contest; a variety of Dioscorea; Clitoria ternatea
68166	vaṭapattrī	f	4	4	0		a particular plant
134669	krūrakarman	m	4	4	0		name of a plant; [rel.] name of Śiva
82143	tiktakā	f	4	3	0		= karañja-vallī
41626	śvetaspandā	f	4	2	0		Clitoria Ternatea or a white-flowering variety of it
36875	mayūraśikhā	f	4	4	0		Celosia Cristata
70434	rājārka	m	4	4	0		Calotropis Gigantea
67264	lohaja	n	4	4	0		steel (from Damascus); brass; bell-metal; rust of iron; [min.] = vartaloha
120827	svaccha	n	4	4	0		a pearl; an alloy or amalgam of silver and gold; pure chalk; [alchemy] = abhra; [min.] = vimala
104381	sarpasattra	n	4	4	0		a snake-sacrifice (performed by Janamejaya); (prob.) = sarpāṇām ayanam
11986	karṇaparvan	n	4	3	0		name of the eighth book of the Mahābhārata
128031	śalyaparvan	n	4	3	0		name of the ninth book of the Mahābhārata
130853	śāntiparvan	n	4	3	0		name of the 12th book of the Mahābhārata
200868	vyābhaṣ	1.P.,1.Ā.	4	2	0		
47859	vikramin	adj	4	4	0		striding (said of Viṣṇu); displaying valour; courageous; gallant
151083	pauṣya	adj	4	4	0		relating to the asterism Puṣya
90744	drauṇika	adj	4	4	0		= drauṇa; a field sown with a Dvāpara of grain
199784	samanuvarṇay	Denom.P.,Denom.Ā.	4	3	0		to describe; to explain
77219	mahāprasthānika	adj	4	4	0		relating to the great journey or dying
59267	āyoda	m	4	4	0		name of a Ṛṣi
54818	avāraṇīya	adj	4	4	0		not to be stopped or kept back; not to be warded off; unrestrainable; incurable; treating of incurable sicknesses
162740	pratyanunī	1.P.,1.Ā.	4	2	1		to speak friendly words; to induce to yield; to persuade; to beg a person's (acc.) pardon for (acc.)
199826	parimokṣay	10.P.,10.Ā.	4	3	0		
134114	kravyāda	adj	4	3	0		consuming flesh or corpses (as Agni)
144565	purāvṛtta	adj	4	4	0		long past; ancient
97468	tārṇa	adj	4	3	0		made of grass; levied from grass
54178	avadāraṇa	adj	4	4	0		breaking; shattering in pieces
165455	samprakram	6.P.,1.P.,1.Ā.	4	0	0		to proceed to do or set about anything; to begin (with acc. or inf.)
173457	kiṃparākrama	adj	4	4	0		
66899	lokatas	ind	4	0	0		by men; from people; from people's talk; on the part of the people of; as usual or customary in the world; according to custom
111186	sahabhārya	adj	4	4	0		with a wife
14565	pakṣanāḍī	f	4	3	0		a quill
109034	haridraka	mn	4	4	0		the yellow sandal tree; name of a serpent-demon; a kind of poisonous plant
24304	kuṇḍodara	m	4	1	0		name of a Nāga; name of a son of Janamejaya and brother of Dhṛtarāṣṭra; name of a son of Dhṛtarāṣṭra
165257	samāsṛj	6.P.	4	0	0		to attach or fasten to; to deliver over; to consign to
174636	vayaḥstha	m	4	4	0		a young man
200007	apajvara	adj	4	4	0		
3979	kṛmika	m	4	4	0		small worm
73237	yatrasāyaṃgṛha	adj	4	4	0		taking up an abode wherever evening overtakes one
199828	atikopana	adj	4	4	0		
200136	vīryavant	m	4	4	0		name of a serpent which was burnt in Janamejayas sarpasattra
155061	prasthāpana	n	4	3	0		causing to depart; sending away; dismissing; dispatching; name of a mythical weapon
165452	samprakṛ	8.P.,8.Ā.	4	0	0		to produce or effect together; to perform; to begin; to effect; to render; to cause anything to become (with two acc.)
171995	matsī	f	4	3	0		
224318	patni	f	4	4	0		
137640	mṛgamandā	f	4	4	0		name of the mythical progenitress of lions
137385	muñjakeśa	m	4	4	0		name of Viṣṇu or Śiva; name of a king; name of a teacher; name of a disciple of Vijitāsu
12041	karṇaveṣṭa	m	4	4	0		an ear-ring; name of a king
46327	vāyuvega	m	4	4	0		name of one of the 7 Ṛṣis; name of a son of Dhṛtarāṣṭra
85969	duṣpradharṣaṇa	m	4	4	0		name of a son of Dhṛtarāṣṭra
50334	bhīmabala	m	4	3	0		name of one of the sons of Dhṛtarāṣṭra; name of one of the Devas called Yājñamuṣ
15467	paṇḍitaka	m	4	4	0		name of a son of Dhṛṭarāṣṭra
149992	pṛṣṭhatāpa	m	4	4	0		noon; midday
67061	lokāyatika	m	4	3	0		a materialist; a man experienced in the ways of the world
34213	nirudara	adj	4	4	0		having no belly or trunk
94904	pitṛkārya	n	4	4	0		
108335	sumadhya	adj	4	4	0		good in the middle; containing good stuffing (as meat); having a beautiful waist; slender-waisted
43478	nāruṃtuda	adj	4	4	0		not hurting (a wound or a weak point); harmless
200308	ilin	m	4	4	0		name of a son of Taṃsu
