lemma_id	lemma	dcs_grammar	raw	declined	presind	acc_rate	gloss
107071	suga	n	32	32	0		a good path; easy or successful course; faeces; gute Bahn; safe passage
21188	apasyā	f	32	32	0		activity; Sch￶pferkraft; T￤tigkeit; Wasserziegel
147460	bādha	m	32	27	0		a harasser; tormentor; annoyance; molestation; affliction; obstacle; distress; pain; trouble; injury; detriment; hurt; damage; danger; jeopardy; exclusion from (comp.); suspension; annulment (of a rule etc.); a contradiction; objection; absurdity; the being excluded by superior proof (in log)
71365	riṣṭa	n	32	18	0		misfortune; calamity; a bad omen; good luck; fortune; [medicine] = ariṣṭa; ein Schaden
78178	māyu	m	32	32	0		bleating; bellowing; lowing; roaring; name of a particular animal or of a Kimpuruṣa
71321	ripra	n	32	28	0		dirt; impurity (lit. and fig.); evil
20265	parśu	m	32	30	0		a rib; a curved knife; sickle; name of a man; name of a warrior-tribe; an axe; hatchet
22015	abrāhmaṇa	m	32	30	0		not a Brāhman
60158	aślīla	adj	32	24	0		= a-śrīrṝ; (especially said of speech) coarse; vulgar
116880	śarkara	m	32	5	0		a pebble; small stone; (m. c.) = śarkarā; a kind of drum; name of a fabulous aquatic being; name of a people; gravel
14102	kārā	mf	32	29	0		act of worship; song of praise
83779	trapusa	n	32	11	0		tin; the fruit of trapusī
143228	bahutva	n	32	28	0		muchness; abundance; multitude; plurality; majority; (in gram.) the plural number
152901	phalatraya	n	32	24	0		the 3 myrobalans; 3 sorts of fruit collectively (the fruit of the vine); Grewia Asiatica; Xylacarpus Granatum; Gmelina Arborea
37655	mahākāśyapa	m	32	30	0		name of a disciple of Buddha
33612	nāyikā	f	32	30	0		a noble lady; mistress; courtesan; the heroine in a drama; an inferior form of Durgā; a class of female personifications representing illegitimate sexual love; a kind of musk
77078	mahāniraya	m	32	26	0		name of a hell
42758	dhura	m	32	31	0		yoke; pole; burden; peg of the axle (esp. ifc.)
104611	sarvanāman	n	32	11	0		(in gram.) name of a class of words beginning with sarva (comprising the real pronouns and a series of pronominal adjectives)
138102	virāma	m	32	21	0		cessation; termination; end; end of a word or sentence; stop; pause; end of or caesura with in a Pāda; name of a small oblique stroke placed under a consonant to denote that it is quiescent; desistence; abstention; exhaustion; languor; name of Viṣṇu; name of Śiva
67854	vacana	adj	32	31	0		speaking; a speaker; eloquent; mentioning; indicating; expressing; beredt machend; beredt
58451	ānulomya	n	32	32	0		a direction similar to that of hairs; natural or direct order; the state of being prosperous; doing well; bringing to one's right place; favourable direction; fit disposition; favourableness; regular series or succession; complaisance
34119	nirākāra	adj	32	30	0		formless; shapeless; incorporeal; insignificant; having no object
29227	nairāśya	n	32	26	0		hopelessness; non-expectancy; despair at (prati or comp.); a particular spell recited over weapons
138328	vivarjana	n	32	31	0		the act of avoiding; shunning; leaving; giving up or desisting from
109750	hāna	n	32	21	0		the act of abandoning; relinquishing; giving up; escaping; getting rid of; want; lack; cessation
62724	āścyotana	n	32	21	0		aspersion; sprinkling; applying (ghee etc.) to the eyelids
61411	asrapitta	n	32	8	0		
164987	saṃniyam	1.P.	32	2	5		to hold together; to keep back; to restrain; to subdue; to suppress; to annihilate; to destroy
79976	romaka	n	32	27	0		a kind of saline earth and the salt extracted from it; a kind of magnet; [alchemy] a kind of kānta; [min.] = audbhida
40351	śrāvaṇā	f	32	25	0		name of various plants; Sphaeranthus hirtus
28419	nistoda	m	32	15	0		
54532	avalambana	n	32	28	0		hanging down; depending upon; dependance; support; making a halt; stopping at
160109	kleśay	10. Ā.	32	17	9		to afflict; to distress; to pain
157431	laṅgh	1. Ā.	32	18	0		to leap over; to ascend; to cross (a river)
72226	mehin	adj	32	32	0		(only ifc.) voiding urine; making water; suffering from a particular urinary disease
160281	udvam	1.Ā.,2.P.,1.P.	32	18	7		to vomit out; to spit out; to give out; to emit; to shed (tears); to throw (arrows)
162882	pradūṣay	10.P.	32	14	4		to abuse; to blame; to censure; to be angry; to spoil; to corrupt; to defile
47648	viśuṣka	adj	32	23	0		dried up; withered; thirsty
161363	niri	2.P.	32	6	17		to go out; to come forth; to go off; to depart (said of persons and things)
88899	jālinī	f	32	22	0		name of certain boils appearing in the Prameha disease; a species of melon (having a reticulated rind); a painted room or one ornamented with pictures; a kind of venomous spider (lūtā); [medic.] a particular abscess (piḍaka); Luffa acutangula Roxb.; Luffa amara Roxb.
140851	pradoṣa	m	32	21	0		defect; fault; disordered condition (of the body or of a country); mutiny; rebellion
163539	viyojay	10.P.,10.Ā.	32	17	2		to rob; to subtract; to cause to be disjoined; to separate from
108652	haraṇa	adj	32	30	0		carrying; containing; removing
19647	pariśuṣka	adj	32	15	0		thoroughly dried or parched up; withered; shrivelled; shrunk (as a vein); hollow (as the cheeks)
34449	nirvāta	adj	32	26	0		free from wind; sheltered; still
159563	avapīḍay	10.P.	32	13	0		to press down; to compress; to press out (as a wound)
203976	vilāpay	10.P.	32	7	1		to dissolve; etw. zum Schmelzen bringen; to melt
123158	vimokṣaṇa	n	32	32	0		untying; loosening; liberation; deliverance from (abl. or comp.); taking off; casting away; giving up (the ghost); discharging (arrows)
24106	kuṭila	n	32	26	0		a kind of perfume; tin; name of a plant; talc; [min.] = abhra; lead
72556	mohinī	f	32	26	0		a fascinating woman; the flower of a species of jasmine; name of an Apsaras; name of a daughter of Rukmāṅgada
170664	luṅga	m	32	2	0		citron
71392	rītikā	f	32	23	0		brass; bellmetal; [alchemy] a kind of pittala (brass)
20700	apakarṣaṇa	n	32	25	0		taking away; depriving of; drawing down; abolishing; denying; anticipation
123118	vimāna	n	32	22	0		measure; extension; (in med.) the science of (right) measure or proportion
79722	retasyā	f	32	32	0		name of the first verse of the Bahiṣpavamāna Stotra
32422	ayuj	adj	32	28	0		odd
106530	sīmantonnayana	n	32	27	0		name of one of the 12 Saṃskāras; Scheitelziehen; parting of the pregnant wife's hair
126284	śukriya	n	32	26	0		brilliance; name of certain Sāmans belonging to the Pravargya; name of the Pravargya section; a particular observance
144115	puruṣamedha	m	32	30	0		name of the supposed author of ...; a human sacrifice
162575	pratimantray	Denom.P.,Denom.Ā.	32	6	14		to call out or reply to; to consecrate with sacred texts
100684	dakṣiṇāmukha	adj	32	32	0		standing with the face to the right or south
73616	yathotsāha	adj	32	32	0		correspending to power or strength of effort
158685	dhvan	1. Ā.	32	15	5		to sound; to roar; to make a noise; to echo; to reverberate; to mean; to imply
97549	suratha	m	32	29	0		a good chariot; name of various kings; name of a son of Drupada; name of a son of Jayadratha; name of a son of the king Sudeva and brother of Śveta; name of a son of Janamejaya; a son of Adhiratha; name of a son of Jahnu; name of a son of Kurṇḍaka; name of a son of Raṇaka; name of a son of Caitra
50820	cākṣuṣa	adj	32	26	0		consisting in sight; depending on or produced from sight; proper or belonging or relating to the sight; (a magical science) conferring the power of seeing anything; perceptible by the eye; relating to Manu Cākṣuṣa
26025	bhogavatī	f	32	32	0		a serpent-nymph; name of one of the Mātṛs attending on Skanda; the city of the serpent-demons in the subterranean regions; the sacred river of the serpent-demons (or a Tirtha in that river sacred to the serpent-king); name of the Ganges
37552	mahattama	adj	32	23	0		greatest or very great
94235	pārtha	m	32	32	0		a prince; king
2180	kambala	m	32	11	0		dew-lap; a small worm or insect; a sort of deer with a shaggy hairy coat; name of a teacher; name of a man; name of a Nāga
167231	suravanditā	f	32	32	0		name of Pārvatī
165506	sampradru	1.P.,1.Ā.	32	2	0		to run away together; to run quite off; to escape
59662	āryaka	m	32	28	0		an honourable or respectable man; a grandfather; name of a cowherd who became king; name of a Nāga; name of the Brāhmaṇas in Plakṣadvīpa
109426	havana	n	32	17	0		calling; invocation; summons; challenging or challenge to battle
61895	ākrānti	f	32	23	0		stepping upon; mounting; rising; overpowering
162902	pradhyā	4.P.,4.Ā.	32	10	0		to meditate upon; to think of (acc. with or without prati); to reflect; to consider; to excogitate; to devise; to hit upon
53612	alāyudha	m	32	30	0		name of a Rākṣasa
59887	aśaṅkita	adj	32	29	0		fearless; confident; undoubted; certain
74377	yiyāsu	adj	32	26	0		wishing to go or move or ride or drive or fly; intending to set off or depart; desirous of marching or taking the field
173304	vidyādhara	n	32	16	0		[alchemy] a kind of alchemical apparatus; = ḍamaruyantra
159668	avahas	1.P.	32	16	3		to laugh at; to deride
109739	hāhākṛta	adj	32	32	0		filled with cries
198847	saṃvāhay	10.P.,10.Ā.	32	11	2		to bring together; to assemble; to guide; to conduct; to drive (a carriage); to chase; to hunt; to rub; to stroke; to set in motion; to marry
162802	pratyānī	1.P.,1.Ā.	32	6	13		to lead or bring back; to restore; to recover; to regain; to pour or fill up again; (Wasser zur Opfermilch) hinzugie￟en
74622	vartikā	f	32	26	0		a stalk; the wick of a lamp; a paint-brush; colour; paint; Odina Pinnata
30248	samutpatti	f	32	31	0		rising together; rise; birth; origin
62651	āśīrvāda	m	32	21	0		benediction
48493	bhagavatī	f	32	24	0		name of Lakṣmī; name of Durgā; name of a river in Śrīśaila
39391	ekaviṃśat	f	32	4	0		twenty-one
130534	śākadvīpa	m	32	20	0		name of a Dvīpa
4429	kedāra	n	32	21	0		name of a Tirtha; name of a Liṅga
47450	vipṛthu	m	32	31	0		name of a prince belonging to the Vṛṣṇis; name of a son of Citraka and younger brother of Pṛthu
149361	brahmaloka	m	32	25	0		the world or heaven of Brahmā (a division of the universe and one of the supposed residences of pious spirits)
165693	jaipāla	mn	32	21	0		Croton
157143	cakāra	m	32	29	0		the letter or sound ca; the particle ca
142898	vṛṣṭimat	adj	32	32	0		rainy; raining
57664	āṇava	adj	32	18	0		fine; minute; auf niedriger geistiger Stufe befindlich
154227	bandhaka	m	32	26	0		a binder; one who is employed in binding (esp. animals); a catcher; a violator; ravisher; a band; tie; a dam; dike; a promise; vow; exchanging; barter; a city; a part; name of a physician
72002	rūpaśikhā	f	32	28	0		name of a daughter of the Rākṣasa Agniśikhā and wife of Vīrabhuja
19663	pariśrit	f	32	32	0		name of certain small stones laid round the hearth and other parts of an altar
63786	ilāvṛta	n	32	32	0		one of the nine Varshas or divisions of the known world (comprehending the highest and most central part of the old continent)
112495	sāpiṇḍya	n	32	22	0		connection or relationship by presenting offerings to the same deceased ancestors; consanguinity or relationship of a Sapiṇḍa
168070	hetutva	n	32	32	0		
76782	vāma	m	32	16	0		the god of love; name of Śiva; name of a Rudra; name of Varuṇa; name of a son of Kṛṣṇa and Bhadrā; name of a prince (son of Dharma); name of a son of Bhaṭṭanārāyaṇa; name of one of the Moon's horses; the female breast
111278	sahāmātya	adj	32	32	0		with a minister or councillor or councillor; attended by ministers
85656	durmarṣaṇa	m	32	29	0		name of a son of Dhṛtarāṣṭra; name of a son of Sṛñjaya; name of Viṣṇu
127509	ścandra	adj	32	32	0		shining; radiant
199631	grasana	m	32	29	0		name of a Daitya; the general of Tāraka
148105	bāhyadruti	f	32	22	0		a process in the preparation of quicksilver; [alchemy] one of the Saṃskāras of mercury
27914	nirvāhaṇa	n	32	20	0		[alchemy:] = nirvāpaṇa; [alchemy] amalgamation of two metals of equal weight
166728	kṣetrīkaraṇa	n	32	29	0		occupation; being master of; possession; [alchemy] = kṣetrīkaraṇa
173381	śikhitra	m	32	29	0		cow dung; charcoal
25524	bhūmikā	f	31	26	0		earth; ground; soil; a spot; place for; a story; floor; a step; degree; (in dram.) an actor's part or character; decoration (as of an image); preface; introduction
91886	dhara	m	31	26	0		a mountain; a flock of cotton; a frivolous or dissolute man; a sword; name of a Vasu; name of a follower of the; name of the father of Padmaprabha; name of Śiva
40193	aucitya	n	31	14	0		fitness; suitableness; decorum; the state of being used to; habituation
9720	adhvaga	m	31	27	0		a traveller; a camel; a mule
81358	lāñchana	n	31	26	0		a mark; sign; token; a mark of ignominy; stain; spot; a name; appellation; [medic.] a kind of kṣudraroga; ein Art Muttermal
101732	saumya	m	31	28	0		an adherent; worshipper; a Brāhman; patr. of Budha or the planet Mercury; name of the Vedic Ṛṣi Budha; the left hand; Ficus Glomerata; a Soma sacrifice; a pillar whose section has sixteen angles; one of the nine divisions of Bhāratavarṣa; name of a Kalpa; a class of Pitṛs (?)
161124	ghasra	m	31	26	0		name of Śiva; a day
135354	kṣaṇadā	f	31	15	0		night; lightning; turmeric
62141	āgrahāyaṇī	f	31	27	0		the day of full moon in the month Agrahāyaṇa; a kind of Pākayajña; name of the constellation Mṛgaśiras
169429	amāvasyā	f	31	27	0		the night of new moon
81490	lekhaka	m	31	27	0		a writer; scribe; clerk; secretary; one who delineates or paints
92222	dharmaśāstra	n	31	18	0		code of laws
138255	vilāpa	m	31	23	0		= prec. n.
76605	vādana	n	31	18	0		= -ḍaṇḍa; sound; sounding; playing a musical instrument; music
9276	saṃcārin	adj	31	23	0		going together or about; going hither and thither; roaming; wandering; moving in; going or passing from one to another; transmitted; infectious; contagious; hereditary (as a disease); ascending and descending (applied to a note or tone); penetrating into (comp.); coming together; meeting; in contact with; adjacent or contiguous to (instr.); taken or carried together with one (as an umbrella etc.); carrying with one (comp.); being in (comp.); engaged in; occupied with (comp.); passing away; transitory; adventitious; unsteady; inconstant; fickle; influencing; impelling; setting in motion; difficult; inaccessible
97441	tāruṇya	n	31	19	0		youth; youthfulness
51714	cintāmaṇi	m	31	20	0		a fabulous gem supposed to yield its possessor all desires; Brahmā; name of various treatises (e.g. one on astrol. by) and commentaries (esp. also ifc.); name of a Buddha; name of an author; [alchemy] name of an alchemical preparation
91895	dharaṇa	mn	31	27	0		a sort of weight; = 1 karṣa; the tenth of a pala
59559	ārdra	fn	31	11	0		fresh ginger; Zingiber officinalis Rosc.; dampness; moisture
63165	āhlāda	m	31	7	0		refreshing; reviving; joy; delight
29933	samāropa	m	31	21	0		placing in or upon; stringing (a bow); transference to; attribution
110146	himālaya	m	31	21	0		the Himālaya range of mountains; the white Khadira tree
130266	gāyana	m	31	28	0		a singer; praiser; a talker; name of an attendant in Skanda's retinue
174118	mārgay	Denom. Ā.	31	21	3		to search for; to desire; to pursue; to hunt after
159710	ākṛ	8.P.,5.Ā.,8.Ā.	31	4	2		to drive near; to serve or prepare a sacrifice to (dat.); to call near (a deity); to ask any one (acc.) for anything (acc.); to bring near; to bring back
53310	ardana	adj	31	31	0		moving restlessly; disturbing; tormenting
51559	citralekhā	f	31	30	0		a picture; portrait; name of metres; name of an Apsaras (skilful in painting)
32070	ambālikā	f	31	26	0		mother; name of a plant; name of a daughter of a king of Kāśi (wife of Vicitravīrya); Hibiscus cannabinus
116526	śatarūpā	f	31	26	0		name of the daughter and wife of Brahmā; her incestuous intercourse with her father produced Manu Svāyambhuva; [rel.] name of Devī
97211	tāmrā	f	31	27	0		Rubia Munjista; a red kind of Abrus; a kind of pepper; name of a daughter of Dakṣa; one of the wives of Kaśyapa and mother of various birds and of the Apsaras; name of a river; eine der H￤ute um einen Embryo
32723	ariṣṭā	f	31	29	0		a bandage; a medical plant; name of Durgā; name of a daughter of Dakṣa and one of the wives of Kaśyapa; Uraria lagopodioides
19849	parīṇāha	m	31	29	0		circumference; width; a piece of common land encircling a village; name of Śiva; Verschlag
158676	dhi	5. P.	31	0	15		to nourish; to satiate; to satisfy; to delight; to please; to quicken; to restore (a person)
130248	gāthin	adj	31	31	0		familiar with songs; singer
100399	tvāvat	adj	31	31	0		similar to thee; as rich or mighty or great as thou; worthy of thee; einer wie du
29435	samana	n	31	28	0		meeting; assembly; concourse; festival; intercourse; commerce; pursuit; amorous union; embrace; conflict; strife; Hochzeit; wedding feast; an encounter
158221	anūtthā	1.P.,1.Ā.	31	2	10		to rise after; to attend upon
157620	adhinidhā	3.Ā.,3.P.	31	0	21	0.76	to place upon; to impart; to grant
20040	paryagni	m	31	30	0		circumambient fire (either a torch carried round the sacrificial animal or = next)
154122	phalīkaraṇa	m	31	15	0		chaff (of rice) or smallest grains; polishing (of grain); H￼lse
54641	avastāt	ind	31	0	0		below; before (in time); (as a prep. with gen.) below
164912	saṃji	1.P.	31	12	3		to conquer together; to conquer completely; to gain or acquire by contest; to subdue completely; to control (the senses)
103135	sthaviṣṭha	adj	31	30	0		(superl. of sthūra) very broad or thick or solid or strong; largest; strongest
74633	vartis	n	31	31	0		circuit; orbit; lodging; abode; Umfahrt; Rundfahrt
12950	kaśipu	mn	31	25	0		a mat; pillow; cushion; mattress; a couch
45267	upabarhaṇa	n	31	31	0		a cushion; a pillow; Decke
84843	dīrghatamas	m	31	31	0		name of a Ṛṣi with the patron. Aucathya and the metron. Māmateya; son of Mamatā; quarrels with Bṛhaspati about space in the womb
66823	raya	m	31	23	0		the stream of a river; current; quick motion; speed; impetuosity; vehemence; ardour; zeal; name of a son of Purūravas; name of another king
2892	kulīra	m	31	11	0		crab; sign of the zodiac Cancer
54321	avandhya	adj	31	12	0		= a-bandhya
82712	tuṅga	m	31	18	0		an elevation; height; mountain; top; peak; (fig.) a throne; a planet's apsis; Rottleria tinctoria; the cocoa-nut; Mercury; name of a man
18299	saptalā	f	31	16	0		name of several plants; a soap-tree; Mimosa Concinna; Abrus Precatorius; Bignonia Suaveolens; Arabian jasmine
66162	raṇḍā	f	31	25	0		a term of abuse in addressing women; a slut (others "a widow"); Salvinia Cucullata; Anthericum Tuberosum; a kind of metre
149933	pṛthvīkā	mf	31	18	0		large or small cardamoms; Nigella Indica
97164	tāmalakī	f	31	17	0		Flacourtia cataphracta
12396	karmāra	m	31	12	0		an artisan; mechanic; artificer; a blacksmith; a bamboo; Averrhoa Carambola
156762	ghāsa	m	31	25	0		food; meadow or pasture grass; fodder
74593	vartaka	m	31	18	0		a quail; a horse's hoof
131460	śāvaka	m	31	27	0		the young of any animal (rarely applied to human beings)
48049	vicarcikā	f	31	21	0		a form of cutaneous eruption; itch; scab
35898	madhyama	n	31	30	0		the middle; mediocrity; defectiveness; (in astron.) the meridian ecliptic point; the waist
26967	maṇibandha	m	31	20	0		the wrist (as the place on which jewel are fastened); a kind of metre Col name of a mixed race; the fastening or putting on of jewel; [alchemy] a kind of rasabandha
155752	prasṛti	mf	31	15	0		streaming; flowing; (successful) progress; extension; diffusion; swiftness; haste; the palm of the hollowed hand; a handful as measure [= 2 Palas]
148982	bījin	m	31	28	0		the owner or giver of seed; the real progenitor (as opp. to kṣetrin); any begetter; father; the sun; a plant
201890	yathāsaṃkhyam	ind	31	0	0		according to the order
75902	vātāpi	m	31	29	0		name of an Asura (son of Hrāda)
122913	vinipāta	m	31	20	0		falling down; falling; a great fall; ruin; loss; calamity; death; frustration; failure; forgetting
163521	vimānay	10.P.	31	26	2		to dishonour; to treat with disrespect
163463	viprakṛ	8.P.,8.Ā.	31	25	1		to treat with disrespect; to hurt; to injure; to offend; to oppress; to appoint; to admit
154138	phalgu	adj	31	16	0		reddish; small; weak; insignificant; useless
78372	māgadhikā	f	31	12	0		long pepper; a kind of silk
34765	nikaṣa	m	31	16	0		rubbing in; smearing; a roller or harrow; the touchstone; name of a work; [gemm.]
131809	śirastrāṇa	n	31	28	0		= prec; a skull
171959	ākāray	10.P.	31	13	1		to call; to claim
157541	atiśiṣ	7.P.	31	22	1		to leave remaining
36452	mantravat	adj	31	30	0		attended with sacred text or hymns; enchanted (as a weapon); entitled to use the Mantras; initiated; having or hearing counsel
5802	agnimat	adj	31	31	0		being near the fire; having or maintaining a sacrificial fire; having a good digestion
145594	pūrṇapātra	n	31	27	0		a vessel full of rice presented at a sacrifice to the superintending and officiating priests; a vessel filled with valuable things to be distributed as presents (esp. a present made to any one who brings good news)
161651	parikrī	9.P.,1.P.,9.Ā.	31	9	15		to buy; to barter; to gain; to acquire; to engage for stipulated wages; to reward
157728	ci	3. Ā.	31	6	0		to observe; to be intent upon; to seek for; to make inquiries; to mind someone
121588	vidhartṛ	m	31	31	0		a distributer; arranger; supporter
32503	araṇa	adj	31	31	0		foreign; distant; strange
135448	kṣit	adj	31	31	0		ifc. dwelling
64342	uccā	ind	31	0	0		above (in heaven); from above; upwards
91325	dvita	m	31	26	0		name of an Āptya
219302	dips	Denom. P.	31	9	16		to want to harm
105868	sic	f	31	30	0		the border or hem of a dress; (du.) the two borders or boundaries; the horizon; the wings of an army; a line
76786	vāma	n	31	31	0		a lovely thing; any dear or desirable good (as gold); fortune
165004	saṃniṣad	1.P.,1.Ā.	31	21	0		to sink or sit down
91631	dhanapati	m	31	26	0		a rich man; a king; name of Kubera; name of several authors
160779	eray	10.P.,10.Ā.	31	1	4		to bring near; to cause to obtain; to procure; to procure for one's self; to obtain; to raise (as the voice in singing)
125376	gopītha	m	31	31	0		protection
219279	āvivās	Denom.P.	31	9	18		jmd. herbitten; jmd. zu gewinnen suchen; to conciliate; to desire to win
33333	nātha	n	31	18	0		refuge; help
90192	daurbhāgya	n	31	27	0		ill-luck; misfortune; unhappiness of a woman disliked by her husband
159768	ātṛd	7.P.	31	23	3		to divide; to pierce (as the ears)
176499	nikāma	adj	31	18	0		zugetan; anh￤nglich; ergeben
172088	gandharvī	f	31	30	0		a Gandharvī
130234	gātra	adj	31	29	0		having ... limbs
77642	mahāvṛkṣa	m	31	11	0		a species of Euphorbia
133224	miśi	f	31	11	0		Anethum Panmori and Anethum Sowa; Nardostachys Jatamansi; a species of sugar-cane
103501	snaihika	adj	31	28	0		unctuous; oily
68767	vanya	n	31	29	0		anything grown in a wood; the fruit or roots of wild plants; [bot.] = kaivartamustaka
123099	vibhraṃśa	m	31	28	0		diarrhoea; laxity of the bowels; decline; cessation; end; disturbance; perturbation; fall; decay; ruin; being deprived of; loss; a precipice; purgation
10852	anutpatti	f	31	26	0		failure; non-production
213113	iṭ	m	31	30	0		[gramm.] an affix; [gramm.] die Endung i der ersten Person Sg. Ātman.; [gramm.] vorn antretendes Augment i; [gramm.] Bindevocal
213346	liṭ	m	31	29	0		[gramm.] die Personalendungen des Perfects; [gramm.] Perfect
137894	pratinidhi	m	31	28	0		substitution; a substitute; representative; proxy; surety; a resemblance of a real form; an image; likeness; statue; picture; an image of i.e. similar; substitut (d'une substance manquante)
55450	utka	adj	31	26	0		excited by the desire of obtaining anything; wishing for
60910	asahiṣṇu	adj	31	21	0		unable to endure; impatient; unenduring; envious; quarrelsome
134400	kṣati	f	31	26	0		injury; hurt; wound; loss; want (of the means of living); damage; disadvantage; defect; fault; mistake; destruction; removal of (in comp.)
60598	asaṃvṛta	adj	31	22	0		uncovered; unconcealed; bare (as the ground)
163415	vinivartay	10.P.	31	4	0		to draw back (a missile); to avert; to divert (the gaze); to give up; to abandon; to cause to cease; to remove; to render ineffective; to annul (a curse)
162346	praklid	4.P.,4.Ā.	31	12	7		to become moist or humid; to become wet
154048	plavana	n	31	18	0		swimming; plunging into or bathing in (comp.); flying; leaping; jumping over (comp.); capering (one of a horse's paces); a kind of water Cyperus
133132	mithyāyoga	m	31	28	0		wrong use or employment
1125	kaṇḍarā	f	31	22	0		sinew (of which sixteen are considered to be in the human body); principal vessel of the body; large artery; vein; Sehne; [min.] a kind of flaw in corals
45803	upasevana	n	31	31	0		the act of doing homage; courting (e.g. the wife of another); service; worship; honouring; addiction to; using; enjoying; experiencing; suffering
166407	kaṇḍu	f	31	17	0		itch; itching; scratching
142205	vṛkṣaka	m	31	18	0		a little tree; any tree; Wrightia Antidysenterica
161559	añcay	10. P.	31	18	0		to bend; to make curved
76006	vāgurā	f	31	24	0		a net; trap; toils; snare; noose
130435	śaṣkulī	f	31	20	0		the orifice of the ear; auditory passage; a kind of disease of the ear; a large round cake; a sort of fish; Pongamia Glabra; rice-gruel or barley-water; Geh￶rgang
57089	unnidra	adj	31	10	0		sleepless; awake; expanded (as a flower); budded; blown; shining (as the moon); bristling (as hair)
45635	upaśamana	n	31	20	0		the becoming extinct; ceasing; calming; appeasing; mitigation; an anodyne
155451	pramoha	m	31	24	0		bewilderment; fainting
150218	paitta	adj	31	29	0		relating to the bilious humour; bilious
62509	āvṛti	f	31	22	0		covering; closing; hiding
146477	daśavidha	adj	31	29	0		of 10 kinds; tenfold
22958	kāluṣya	n	31	17	0		foulness; dirtiness; turbidness; opacity; disturbance or interruption of harmony
142864	vṛṣaka	m	31	19	0		a species of plant; name of a king (son of Subala); name of Śiva; a male
10705	anukāra	m	31	22	0		imitation; resemblance
77615	mahāvidyā	f	31	26	0		name of Lakṣmī; name of Durgā; name of a Mantra; name of a class of personifications of the śakti of Shiva (10 in number)
9496	adhimantha	m	31	22	0		severe ophthalmia
154231	bandhana	adj	31	31	0		binding; tying; fettering; captivating (with gen. or ifc); holding fast; stopping; dependent on; name of Śiva
51642	citrita	adj	31	27	0		painted
107254	sujāta	adj	31	21	0		well born or produced or made; name of an excellent kind or nature; fine; beautiful; well grown; tall; nobly born; noble; genuine; sincere (as piety); really born
169274	ācāmay	10.P.	31	6	13		to make someone sip water
125743	khanana	n	31	19	0		the act of digging or excavating; digging into the earth; burying
198830	vipāpman	adj	31	31	0		free from sin
53921	alpīyas	adj	31	28	0		smaller; less; very small
66005	rajasvala	adj	31	30	0		covered with dust; dusty; full of the quality rajas; full of passion; having water; menstruating; dirty
94266	pārvaṇa	mn	31	21	0		a halfmonth; oblations offered at new and full moon; fortnightly sacrifice
123134	vimocana	n	31	29	0		unharnessing; alighting; stopping for rest; relief; deliverance; liberation (esp. from sin); giving up; abandoning; name of a place of pilgrimage; unhitching; d￩tellement (du rite)
74146	yaviṣṭhya	adj	31	31	0		youngest
39591	ekata	m	31	25	0		name of one of the three Āptyas; name of a Brāhman
60149	aśri	f	31	31	0		the sharp side of anything; corner; angle (of a room or house); edge (of a sword); Schneide
159465	avaguh	1.P.,1.Ā.	31	1	20		to cover; to hide; to conceal; to put into or inside; to embrace; to fix into
165386	samupahvā	1.Ā.,4.P.,4.Ā.	31	4	1		to call together; to invite; to challenge (to fight); (Priester) sich gegenseitig einladen; to obtain consent
60753	asadṛśa	adj	31	28	0		dissimilar; improper; unlike
10411	anāśrita	adj	31	26	0		not supported; detached; disengaged; independent; non-inherent
83930	trijagant	n	31	16	0		the 3 worlds
175781	re	ind	31	0	0		an exclamation
2139	kamalinī	f	31	11	0		a lotus plant; a number of lotus plants; a pool or place abounding with lotus plants
159815	āpā	1.P.	31	11	1		to drink in; to suck in or up; to sip; to hear or see with attention; to hang on; to absorb; to take away
16344	parāpara	adj	31	8	0		remote and proximate; prior and posterior (as cause and effect); earlier and later; higher and lower; better and worse
120252	svecchā	f	31	14	0		one's own wish or will; free will
170705	ācchad	1.P.	31	28	0		to cover; to clothe
7744	adroha	m	31	28	0		freedom from malice or treachery
157786	anudhyā	2.Ā.,2.P.,4.P.,4.Ā.	31	10	6		to consider attentively; to think of; to muse; to miss; to bear a grudge
161376	nirgā	3.P.	31	0	0		to go out; to come forth
160164	utsmi	1.Ā.,1.P.	31	30	0		to begin smiling; to smile at; to deride
118481	vairūpya	n	31	22	0		multiplicity of form; diversity; difference; deformity; ugliness
29020	netṛ	adj	31	29	0		leading; guiding; one who leads or will lead
85748	durvijñeya	adj	31	28	0		hardly conceivable; unintelligible
20345	andhatāmisra	mn	31	26	0		the second or eighteenth of the twenty-one hells; doctrine of annihilation after death; complete darkness of the soul
48734	bhadra	m	31	27	0		a particular kind of elephant; a bullock; a water wagtail; Nauclea Cadamba; Tithymalus Antiquorum; name of śiva; name of mount Meru; [bot.] = snuhī; [rel.] = Vīrabhadra
157791	anunāday	10.P.	31	27	0		to make resonant or musical
171459	bhraṃśay	10. Ā.	31	19	2		jmd. (Akk.) um etwas (Abl.) bringen
168388	vistāray	10.P.	31	6	4		to broaden; to strengthen; to increase
165220	samārādhay	10.P.,10.Ā.	31	4	0		to conciliate; to propitiate; to win over
121852	haṃsī	f	31	28	0		a female goose; name of various metres; name of a daughter of Bhagīratha and wife of Kautsa; name of a courtesan; name of a Yakṣiṇī
11889	antare	ind	31	0	0		amidst; among; between; with regard to; for the sake of; on account of
80149	raukmiṇeya	m	31	29	0		name of Pradyumna; a descendant of Rukmiṇī, wife of Kṛṣṇa
