rank	lemma_id	lemma	dcs_grammar	upos	count	gloss
64744	115321	vyomacārin	adj	ADJ	1	a bird; a divine being; god; = cira-jīvin and dvi-jāta; a saint; a Brāhman; a heavenly body
64745	218463	saṃtārin	adj	ADJ	1	saving
64746	160282	udvas	1.P.,1.Ā.	VERB	1	to live away
64747	142993	vetrakīya	adj	ADJ	1	reedy; abounding with reeds or canes
64748	218465	niścayīkṛ	8.P.,8.Ā.	VERB	1	to decide
64749	218468	somaśravāyana	n	NOUN	1	name of a Tīrtha
64750	218469	visūtray	Denom.P.	VERB	1	
64751	218472	vitejas	adj	ADJ	1	
64752	218473	bhṛṅgāy	Denom. Ā.	VERB	1	
64753	218474	pāhlava	m	NOUN	1	= pahlava
64754	218475	kavalīkāra	m	NOUN	1	
64755	218478	dukūlin	adj	ADJ	1	having a garment
64756	218480	viddhṛ	m	NOUN	1	shooter?
64757	56638	udghaṭṭaka	m	NOUN	1	a kind of time (in music)
64758	218479	kaṅkaka	n	NOUN	1	
64759	218481	śakrāy	Denom. Ā.	VERB	1	to behave like Indra
64760	218482	samupahas	1.P.,1.Ā.	VERB	1	to deride
64761	218487	niṣparīvāda	m	NOUN	1	
64762	218489	ākūṇay	Denom.P.	VERB	1	
64763	80076	rohaṇācala	m	NOUN	1	Adam's Peak in Ceylon
64764	218490	saṃpūrṇay	Denom.P.	VERB	1	to fill
64765	125382	gopurā	f	NOUN	1	
64766	144959	pūt	ind	ADV	1	an onomat. expressive of blowing or hard breathing
64767	218491	pradīkṣ	1.Ā.	VERB	1	
64768	218492	ullehya	n	NOUN	1	
64769	20112	paryāṇita	adj	ADJ	1	saddled
64770	218493	keśihan	m	NOUN	1	name of Kṛṣṇa
64771	113991	smaravatī	f	NOUN	1	a woman in love
64772	218494	hārīkṛ	8.P.,8.Ā.	VERB	1	to form a garland
64773	12381	karmaṭha	adj	ADJ	1	capable of work; skilful or clever in work; clever; working diligently; eagerly engaged in sacred actions or rites
64774	218495	ābhrama	m	NOUN	1	
64775	140186	pratyastra	n	NOUN	1	a missile hurled in return
64776	131312	śārṅgika	m	NOUN	1	
64777	122870	vidhurita	adj	ADJ	1	dejected; depressed
64778	218064	tāṇḍavin	adj	ADJ	1	dancing (??)
64779	218068	śikhāy	Denom. Ā.	VERB	1	
64780	128762	khaṇḍala	mn	NOUN	1	a piece
64781	218078	mlānīkṛ	8.P.,8.Ā.	VERB	1	
64782	218080	niḥsaṃtoṣa	adj	ADJ	1	unsatisfied
64783	121606	vinati	f	NOUN	1	bowing; obeisance to; humility; modesty
64784	73767	yantraputraka	m	NOUN	1	
64785	218086	anuprasaktikā	f	NOUN	1	
64786	40011	aiśika	adj	ADJ	1	relating to Śiva
64787	218098	kaiṭabhasūdana	m	NOUN	1	name of Kṛṣṇa
64788	218109	upayātrā	f	NOUN	1	
64789	218108	avalekhin	adj	ADJ	1	scratching
64790	218111	kuśastūla	m	NOUN	1	name of a village (?)
64791	218112	āmandī	f	NOUN	1	name of a village (???)
64792	218110	vāraṇāhva	n	NOUN	1	name of a village (?)
64793	218113	cakila	adj	ADJ	1	
64794	119865	svargāpagā	f	NOUN	1	the Ganges
64795	218114	pravibandh	9.P.,1.P.,4.P.,9.Ā.	VERB	1	
64796	218117	nirmauka	adj	ADJ	1	relating to the cast off skin of a snake (?)
64797	218116	vismāra	m	NOUN	1	forgetting (?)
64798	218118	prajñānayana	m	NOUN	1	name of Dhṛtarāṣṭra
64799	98061	surādhīśa	m	NOUN	1	name of Indra
64800	218121	abhyarthaka	adj	ADJ	1	
64801	218122	uddarpa	adj	ADJ	1	proud; boasting
64802	218123	pṛṣaṅka	m	NOUN	1	??
64803	218124	ūrīkṛ	8.P.,8.Ā.	VERB	1	
64804	218125	anuveday	10.P.,10.Ā.	VERB	1	to tell
64805	218154	durantara	adj	ADJ	1	
64806	218155	utpīḍāy	Denom. P.	VERB	1	
64807	218156	pariruh	6.P.,1.P.,1.Ā.,6.Ā.	VERB	1	
64808	218170	māhendravijaya	n	NOUN	1	name of Rukmin's bow
64809	218171	satyamant	m	NOUN	1	name of a warrior fighting for Duryodhana (?)
64810	218172	bālāy	Denom. Ā.	VERB	1	to behave like a child
64811	218195	vārakṣema	m	NOUN	1	name of a king
64812	25770	bhṛgusūnu	m	NOUN	1	Bhṛgu-tuṅga's son; name of Paraśurāma (?)
64813	218205	vyālolay	10.P.,10.Ā.	VERB	1	
64814	218204	rūṣika	m	NOUN	1	name of a people
64815	135253	kṣmādhara	m	NOUN	1	a mountain; the number seven; a king
64816	218203	gauḍetra	n	NOUN	1	name of a country (?)
64817	28221	niṣada	m	NOUN	1	a musical note; [gramm.] verb ni-ṣad
64818	47669	visaṃśaya	adj	ADJ	1	free from doubt; certain
64819	25392	bhūtimat	adj	ADJ	1	possessing welfare; fortunate; happy
64820	217763	utphullita	adj	ADJ	1	
64821	162647	pratiśaṃs	1.P.	VERB	1	to call or shout to; to praise
64822	168063	ālolay	10.P.	VERB	1	
64823	217770	pauravya	m	NOUN	1	name of a man
64824	217772	saṃyamani	m	NOUN	1	name of a man
64825	217771	duṣpradarśana	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64826	217778	piṅgīkṛ	8.P.,8.Ā.	VERB	1	
64827	90741	drauṇa	adj	ADJ	1	containing a Droṇa
64828	19339	paribhāva	m	NOUN	1	contempt
64829	126794	śaikhaṇḍa	adj	ADJ	1	relating to Śikhaṇḍin
64830	217837	dṛṣasena	m	NOUN	1	name of a son of Karṇa
64831	217838	abhiprekṣu	adj	ADJ	1	wishing to see
64832	66152	raṇa	m	NOUN	1	sound; noise; the quill or bow of a lute
64833	217839	tigmakiraṇa	m	NOUN	1	the sun
64834	217840	trigarva	m	NOUN	1	name of a people (typo for Trigarta?)
64835	217841	vajrinandana	m	NOUN	1	name of Arjuna
64836	217842	nādaka	adj	ADJ	1	
64837	123454	śīkarin	adj	ADJ	1	sprinkling; scattering spray; spurting water (as the trunk of an elephant)
64838	217844	indranandana	m	NOUN	1	name of Arjuna
64839	217845	ācāryasūnu	m	NOUN	1	name of Aśvatthāman
64840	12543	kalaśodbhava	m	NOUN	1	name of Agastya
64841	69043	varāka	m	NOUN	1	battle; war; a kind of plant; name of Śiva
64842	217846	vajrisuta	m	NOUN	1	name of Arjuna
64843	75282	vasātīya	m	NOUN	1	a king of the Vasātis
64844	217848	raktāṃśu	m	NOUN	1	the sun
64845	82149	tigmakara	m	NOUN	1	the number "12"
64846	217859	alambuma	m	NOUN	1	= Alambusa?
64847	217860	dviṣprayojya	adj	ADJ	1	
64848	217861	sīrāṅka	m	NOUN	1	name of a king of Madra
64849	61721	ākampa	m	NOUN	1	trembling motion; shaking
64850	217868	citrakānti	m	NOUN	1	name of a man
64851	217887	duṣprabha	m	NOUN	1	name of a man (?)
64852	217888	sacitra	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64853	217889	citrāsu	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64854	99210	sūdaśālā	f	NOUN	1	a kitchen
64855	27725	nirgharṣaṇa	n	NOUN	1	rubbing; friction
64856	217893	ayobhuja	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64857	217891	sudṛḍha	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64858	217892	ambaravat	adj	ADJ	1	
64859	25969	bhaima	m	NOUN	1	a descendant of Bhīma; name of Ghaṭotkaca
64860	54495	avarohin	adj	ADJ	1	descending
64861	217902	niḥsaṃrambha	adj	ADJ	1	
64862	49602	bhāṭa	mn	NOUN	1	wages; hire
64863	153326	phullita	adj	ADJ	1	expanded; blown
64864	103715	samprahārin	adj	ADJ	1	fighting together; combating
64865	151304	prajava	adj	ADJ	1	rapid; swift
64866	217907	āndolin	adj	ADJ	1	swinging (?)
64867	35423	madrikā	f	NOUN	1	a Madra woman
64868	217913	nirhrādā	f	NOUN	1	name of a spear (?)
64869	201298	mahābhuja	m	NOUN	1	name of a Marut; name of a son of Dhṛtarāṣṭra
64870	217908	durdina	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64871	217909	pāśahasta	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64872	25482	bhūmibhuj	m	NOUN	1	a king; prince
64873	126258	śukta	m	NOUN	1	sourness; name of a son of Vasiṣṭha
64874	217910	jiṣṇukarman	m	NOUN	1	name of a king
64875	217911	kāliyavidviṣ	m	NOUN	1	name of Kṛṣṇa; name of Viṣṇu
64876	109970	hiḍimbāpati	m	NOUN	1	name of Bhīma or of Hanumat
64877	217912	tapanātmaja	m	NOUN	1	name of Karṇa
64878	217914	śalyay	Denom. P.	VERB	1	
64879	56835	udbhaṅga	m	NOUN	1	the act of breaking off; leaving off
64880	217917	jvālāy	Denom. Ā.	VERB	1	
64881	217918	sahasraghnī	f	NOUN	1	= śataghnī (?)
64882	217915	vicitrakavaca	m	NOUN	1	name of a younger brother of Śalya
64883	80071	rohaṇa	m	NOUN	1	name of a mountain (Adam's Peak in Ceylon)
64884	217916	durdarśana	m	NOUN	1	name of a son of Dhṛtarāṣṭra
64885	217962	stambherama	m	NOUN	1	?
64886	217956	durgasrotas	n	NOUN	1	name of a Tīrtha
64887	217957	nagadhanvan	m	NOUN	1	name of a Tīrtha
64888	217958	caṅkaṇaka	m	NOUN	1	name of a Muni
64889	217959	sanatkumārī	f	NOUN	1	
64890	217960	samavipluta	n	NOUN	1	a mode of fighting
64891	161112	ghargharā	f	NOUN	1	a bell hanging on the neck of a horse
64892	217961	kāliyāntaka	m	NOUN	1	name of Kṛṣṇa
64893	217985	klībatara	adj	ADJ	1	
64894	40803	śrutavarman	m	NOUN	1	name of a man
64895	141596	vṛti	f	NOUN	1	selecting; choosing; a choice or boon
64896	217821	aṃśukavat	adj	ADJ	1	having a garment
64897	135815	vilāpin	adj	ADJ	1	wailing; lamenting; uttering moaning or inarticulate sounds
64898	217824	karṇapūrīkṛ	8.P.,8.Ā.	VERB	1	
64899	217792	śakrajanman	m	NOUN	1	name of Arjuna
64900	217797	niranurañj	6.P.,6.Ā.,4.P.,4.Ā.	VERB	1	
64901	18411	sabhāsada	m	NOUN	1	an assistant at a meeting or assessor in a court of justice
64902	78093	mahīnātha	m	NOUN	1	king; prince
64903	217799	kanakaṣṭhīvin	m	NOUN	1	= Suvarṇaṣṭhīvin, name of a son of Sṛñjaya
64904	217801	mahāprasthānaka	n	NOUN	1	death
64905	1711	kapaṭa	m	NOUN	1	name of a Dānava
64906	217808	marṣayitṛ	adj	ADJ	1	
64907	43463	naśeṣa	adj	ADJ	1	without remainder; entire; all
64908	217811	udbhāsana	n	NOUN	1	revealing
64909	40747	śrīlatā	f	NOUN	1	high rank (compared to a creeping plant)
64910	217812	sabhyavat	adj	ADJ	1	
64911	217814	catuṣpati	m	NOUN	1	
64912	3409	kūlaṃkaṣa	adj	ADJ	1	carrying or tearing away the bank
64913	150778	prajāsṛj	m	NOUN	1	name of Brahmā and Kaśyapa; father; king
64914	62638	āśāsana	n	NOUN	1	asking; praying or craving for
64915	217815	kāmardaka	m	NOUN	1	name of a Muni
64916	217816	kopavya	m	NOUN	1	
64917	217817	niḥśaṅkha	adj	ADJ	1	
64918	217818	pratikūlatara	adj	ADJ	1	
64919	217820	viśvasay	10.P.	VERB	1	
64920	150631	pragāṇa	n	NOUN	1	singing; song
64921	60604	asaṃvṛtti	f	NOUN	1	non-completion
64922	21449	apuṣkala	adj	ADJ	1	mean; low
64923	217825	paricarvaṇa	n	NOUN	1	
64924	217826	suvera	m	NOUN	1	name of a people (?)
64925	217827	saktikā	f	NOUN	1	
64926	217831	vyālag	1.P.	VERB	1	
64927	217830	udgharghara	adj	ADJ	1	harsh (voice)
64928	3280	kūṭayantra	n	NOUN	1	trap or snare
64929	217829	pārikṣiti	m	NOUN	1	name of a king
64930	217850	gomāyuka	m	NOUN	1	a jackal
64931	217851	darpavat	adj	ADJ	1	proud
64932	217852	madhyadeśya	adj	ADJ	1	from Madhyadeśa
64933	217854	śocaka	adj	ADJ	1	
64934	217853	apavedana	n	NOUN	1	
64935	217855	nidrāvat	adj	ADJ	1	sleepy
64936	217856	saṃtoṣavat	adj	ADJ	1	
64937	168267	samarthin	adj	ADJ	1	
64938	19291	pariploṣa	m	NOUN	1	burning; internal heat
64939	135413	kṣamābhuj	m	NOUN	1	patient
64940	217862	maulimat	adj	ADJ	1	
64941	217863	śaṇṭī	f	NOUN	1	
64942	217865	ullolay	10.P.,10.Ā.	VERB	1	
64943	217864	niḥsaṃsāra	adj	ADJ	1	
64944	10673	anukampaka	m	NOUN	1	name of a king
64945	217866	vicaravnu	adj	ADJ	1	? word?
64946	29996	samāśrayin	adj	ADJ	1	assuming; occupying. (a place); taking possession of (comp.)
64947	217869	apahṛṣ	6.P.,1.Ā.,4.P.,4.Ā.	VERB	1	
64948	96979	tāṭasthya	n	NOUN	1	standing aloof; indifference; proximity
64949	217873	śukībhū	1.P.,1.Ā.	VERB	1	to become a parrot (or Śuka)
64950	217871	ājuṣ	6.Ā.,6.P.	VERB	1	
64951	217870	saṃgarja	m	NOUN	1	
64952	217872	nirakṣepa	adj	ADJ	1	
64953	167495	kac	1. Ā.	VERB	1	to sound; to cry; to bind; to fetter; to shine
64954	96194	tanumadhya	n	NOUN	1	the waist
64955	217875	lekhāy	Denom. P.	VERB	1	
64956	217877	vāmanīkṛ	8.P.,8.Ā.	VERB	1	
64957	217874	mayūkhāy	Denom. P.	VERB	1	
64958	119817	svarvāhinī	f	NOUN	1	
64959	145993	daśavadana	m	NOUN	1	
64960	217878	khanakhanāy	Denom. Ā.	VERB	1	
64961	217879	jitanta	m	NOUN	1	(describes a mantra)
64962	217882	uddṛ	4.P.,2.P.,2.Ā.	VERB	1	to tear out
64963	106772	sukeśin	m	NOUN	1	= -keśi
64964	217885	rudrāṇīkūpa	m	NOUN	1	name of a place (?)
64965	217894	nimnānimnam	ind	ADV	1	
64966	217895	rāmaṇī	f	NOUN	1	name of a river
64967	43984	nandikuṇḍa	mn	NOUN	1	name of a sacred bathing-place
64968	12989	kaṣā	f	NOUN	1	a whip
64969	217897	nirayāy	Denom. Ā.	VERB	1	
64970	97368	tārakāntaka	m	NOUN	1	
64971	217901	nyaṅgu	m	NOUN	1	= nyaṅku?
64972	217899	abhiyam	6.P.,1.P.,1.Ā.	VERB	1	
64973	32988	nākapati	m	NOUN	1	a god
64974	217900	puṣkarāhariṇī	f	NOUN	1	name of a place (?)
64975	95881	taḍāka	mn	NOUN	1	a tank; pool
64976	80992	lalana	n	NOUN	1	play; sport; dalliance; the lolling or moving the tongue to and fro
64977	42779	dhūka	m	NOUN	1	wind; rogue; time; Mimusops Elengi
64978	217934	nihnavin	adj	ADJ	1	
64979	125039	gaurīguru	m	NOUN	1	the Himālaya
64980	217937	proccaṭ	1.P.	VERB	1	
64981	24074	kuñjarārāti	m	NOUN	1	a lion; the Śarabha (a fabulous animal with eight legs)
64982	6815	atarka	m	NOUN	1	an illogical reasoner; bad logic
64983	217834	paitrika	adj	ADJ	1	paternal
64984	217903	jāyadrathi	m	NOUN	1	
64985	217906	upasaṃrodhay	10.P.,10.Ā.	VERB	1	
64986	218049	āhvaka	adj	ADJ	1	
64987	48319	viṭaṅka	adj	ADJ	1	trim; nice; pretty; handsome
64988	101637	sauptika	adj	ADJ	1	connected with or relating to sleep; nocturnal
64989	218050	musalībhū	1.P.,1.Ā.	VERB	1	
64990	218052	puñjaray	Denom. P.	VERB	1	
64991	218051	tripurārāti	m	NOUN	1	name of Śiva
64992	218057	niragāra	adj	ADJ	1	without houses
64993	67331	lohi	n	NOUN	1	a kind of borax
64994	152288	prāśya	adj	ADJ	1	to be eaten; eatable
64995	174557	kaliyugālaya	m	NOUN	1	Terminalia Bellerica
64996	161001	caṭakāśiras	n	NOUN	1	the root of long pepper
64997	174614	sakaṇāmūla	adj	ADJ	1	with the root of pepper
64998	174624	ūṣaṇa	m	NOUN	1	Plumbago zeylanica
64999	174621	samarica	adj	ADJ	1	with marica
65000	174622	yavasāhvayā	f	NOUN	1	Ptychotis Ajowan
65001	84784	dīpyaka	m	NOUN	1	a species of plant; Celosia Cristata
65002	149192	brahmakuśā	f	NOUN	1	a species of cumin
65003	174623	pārasīkayavānī	f	NOUN	1	a kind of plant
65004	84834	dīrghajīraka	m	NOUN	1	cumin
65005	149831	pṛthukṛṣṇā	f	NOUN	1	a species of cumin
65006	148571	bṛhajjīraka	m	NOUN	1	large cumin
65007	174625	atilambī	f	NOUN	1	Anethum sowa
65008	174626	saṃhitachattrikā	f	NOUN	1	Anethum sowa (dill)
65009	50697	carmahantrī	f	NOUN	1	Trigonella foenum graecum; a kind of cress
65010	174657	paśumehanakārikā	f	NOUN	1	a kind of cress
65011	46949	vāsapuṣpā	f	NOUN	1	a kind of cress growing in gardens
65012	97742	suvāsarā	f	NOUN	1	cress
65013	134948	kṣudrapattrī	f	NOUN	1	another plant
65014	174658	pārasīkavacā	f	NOUN	1	a kind of plant
65015	91436	dvīpāntaravacā	f	NOUN	1	Smilax China L.
65016	153377	phiraṅgāmaya	m	NOUN	1	the disease of the Franks i.e. syphilis
65017	174661	plīhahantrī	f	NOUN	1	a kind of plant
65018	174669	moraṅga	m	NOUN	1	name of a region (in India?)
65019	174670	khanīmedā	f	NOUN	1	a kind of plant
65020	83962	tridantī	f	NOUN	1	the plant mahā-medā
65021	14087	kāyasthikā	f	NOUN	1	a drug (commonly Kākolī)
65022	134846	kṣīravallikā	f	NOUN	1	
65023	119974	svarṇāṅga	m	NOUN	1	Cassia Fistula
65024	121743	svarṇabhūṣaṇa	m	NOUN	1	Cassia Fistula
65025	810	kaṭutikta	m	NOUN	1	species of plant
65026	58935	āmapācin	adj	ADJ	1	assisting or causing digestion
65027	33148	nāgasugandhā	f	NOUN	1	the ichneumon plant
65028	155780	prasthikā	f	NOUN	1	the sounding-board of a lute; Hibiscus cannabinus
65029	36872	mayūravidalā	f	NOUN	1	Hibiscus Cannabinus
65030	174718	sahasrā	f	NOUN	1	Hibiscus cannabinus
65031	147916	bālamūlikā	f	NOUN	1	Hibiscus cannabinus
65032	94890	piṇyā	f	NOUN	1	Cardiospermum Halicacabum
65033	174720	kakundanī	f	NOUN	1	Cardiospermum halicacabum
65034	94142	pāribhavya	n	NOUN	1	Costus speciosus; Costus arabicus
65035	2893	kulīraviṣāṇikā	f	NOUN	1	kind of oak-apple
65036	174758	bhinnayojinī	f	NOUN	1	Plectranthus scutellarioides
65037	174754	bhaṇḍītakī	f	NOUN	1	Rubia munjista
65038	174755	gambhīrī	f	NOUN	1	Rubia munjista
65039	174756	vastrarañjinī	f	NOUN	1	Rubia munjista
65040	174757	vastrarañjaka	n	NOUN	1	safflower; saffron
65041	141732	vṛkṣāmaya	m	NOUN	1	resin; lac
65042	109280	haladī	f	NOUN	1	turmeric
65043	65299	yoṣitpriyā	f	NOUN	1	turmeric
65044	174794	dārvībhedā	f	NOUN	1	a kind of plant (?????)
65045	174789	āmragandhā	f	NOUN	1	a kind of plant
65046	174790	surabhīdāru	n	NOUN	1	a kind of plant
65047	12204	karpūrā	f	NOUN	1	a kind of yellowish pigment
65048	174791	padmapattrā	f	NOUN	1	a kind of plant
65049	174792	surīmant	n	NOUN	1	a kind of plant
65050	174793	suratārakā	f	NOUN	1	a kind of plant
65051	32555	araṇyahaladī	f	NOUN	1	the plant Curcuma Aromatica
65052	72193	meṣalocana	m	NOUN	1	Cassia Thora
65053	15351	paṭṭikālodhra	m	NOUN	1	a species of Lodhra
65054	10086	analasāda	m	NOUN	1	dyspepsia
65055	174797	atinīra	n	NOUN	1	
65056	174795	mukhadūṣaka	m	NOUN	1	an onion
65057	127072	śophakṛt	m	NOUN	1	Semecarpus Anacardium
65058	128291	khasaphalakṣīra	n	NOUN	1	poppy-juice; opium
65059	128299	khākhasatila	m	NOUN	1	poppy
65060	131145	śākambharīya	n	NOUN	1	a kind of fossil salt from the above lake
65061	174805	pāka	n	NOUN	1	[min.] = viḍlavaṇa
65062	174802	manthapāka	n	NOUN	1	sochal salt
65063	106918	sukhavarcaka	mn	NOUN	1	natron; alkali
65064	92434	dhātudrāvaka	n	NOUN	1	borax
65065	163942	candrasaṃjña	m	NOUN	1	camphor
65066	111493	sahasrabhid	m	NOUN	1	musk
65067	129153	gandhamārjāra	m	NOUN	1	the civet cat
65068	83516	tailaparṇika	m	NOUN	1	the sandal tree
65069	163864	candradyuti	m	NOUN	1	sandalwood; sandalwood tree
65070	175184	pītābha	n	NOUN	1	yellow sandal
65071	22672	kālasāra	mn	NOUN	1	the black antelope; a sort of sandalwood; name of a Prākṛt poet; yellow sandal
65072	65805	raktāṅga	n	NOUN	1	coral; saffron; the red pollen on the capsules of the Rottleria Tinctoria; red sandal
65073	154727	pravālaphala	n	NOUN	1	red sandal-wood
65074	15325	paṭṭarañjaka	n	NOUN	1	Caesalpina Sappan
65075	175186	dārubhadra	n	NOUN	1	deodar
65076	37479	mastadāru	n	NOUN	1	Pinus Deodora
65077	97992	surabhūruha	m	NOUN	1	Pinus Deodora
65078	98134	surabhidāruka	m	NOUN	1	Pinus Longifolia
65079	175187	piṇḍatagara	n	NOUN	1	
65080	154298	barhiṇa	n	NOUN	1	Tabernaemontana Coronaria; name of one of the 1000 small islands of Bharatavarsha
65081	15921	padmagandhi	n	NOUN	1	Cerasus Puddum
65082	16040	padmāhvaya	m	NOUN	1	Cerasus Puddum
65083	175203	durgandhaka	adj	ADJ	1	smelling bad
65084	175204	saralasrāva	m	NOUN	1	the resin of Pinus Longifolia
65085	141684	vṛkṣadhūpaka	m	NOUN	1	turpentine; resin of Pinus Longifolia
65086	1798	kapināmaka	m	NOUN	1	storax; liquid ambar
65087	175259	śrīprasūnaka	n	NOUN	1	cloves
65088	100435	tvaksvādvī	f	NOUN	1	
65089	96178	tanutvac	m	NOUN	1	thin-skinned; the cinnamon tree; Cassiā Senna
65090	15557	pattranāmaka	m	NOUN	1	a cinnamon-leaf
65091	175261	nāgakiñjalka	m	NOUN	1	
65092	175292	hanuhaṭṭavilāsinī	f	NOUN	1	Unguis odoratus
65093	147727	bahumūlaka	n	NOUN	1	the sweetscented root of Andropogon Muricatus
65094	134175	kroḍakaseruka	m	NOUN	1	Cyperus rotundus
65095	131336	śālaparṇikā	f	NOUN	1	a kind of fragrant plant
65096	130299	gāndhārikā	f	NOUN	1	Alhagi Maurorum
65097	6226	aṅganāpriya	m	NOUN	1	name of the tree Jonesia Asoca
65098	175315	gandhapriyaṅgukā	f	NOUN	1	a kind of plant
65099	49348	bhasmagandhā	f	NOUN	1	a kind of perfume
65100	175317	kākapuccha	n	NOUN	1	a kind of plant
65101	124009	gucchaka	n	NOUN	1	name of a fragrant plant
65102	83515	tailaparṇaka	n	NOUN	1	name of a fragrant grass; sandal-wood
65103	175318	śīrṇaromaśuka	n	NOUN	1	a kind of perfume
65104	91680	dhanahara	m	NOUN	1	a thief or an heir; a kind of plant
65105	129154	gandhamālatī	f	NOUN	1	a kind of perfume
65106	175332	vidātaka	n	NOUN	1	the root of Andropogon Muricatus
65107	175329	ailavāluka	n	NOUN	1	
65108	87429	jatukṛṣṇā	f	NOUN	1	a kind of Oldenlandia (the lac insect forms its nest in this tree)
65109	175330	agnisaṃsparśā	f	NOUN	1	a kind of plant
65110	175348	nirmedhyā	f	NOUN	1	a kind of perfume
65111	175347	pauṇḍarīyaka	n	NOUN	1	a kind of shrub
65112	161748	cakralakṣaṇikā	f	NOUN	1	Cocculus cordifolius
65113	33132	nāgavallarī	f	NOUN	1	Piper Betle
65114	143318	pītarohiṇī	f	NOUN	1	Gmelina Arborea
65115	37667	mahākusumikā	f	NOUN	1	Gmelina Arborea
65116	35503	madhudūtī	f	NOUN	1	Bignonia Suaveolens
65117	175355	kālasthālī	f	NOUN	1	Bignonia suaveolens
65118	53761	alivallabhā	f	NOUN	1	Bignonia suaveolens
65119	84992	dīrghāṅgī	f	NOUN	1	= ūṃhri
65120	175356	ahiparṇī	f	NOUN	1	Hemionitis cordifolia Roxb.
65121	175357	dhāvanirguhā	f	NOUN	1	Hemionitis cordifolia Roxb.
65122	175358	mahoṣṭrī	f	NOUN	1	Solanum melongena
65123	130162	garbhadā	f	NOUN	1	name of a shrub
65124	164409	candrin	m	NOUN	1	
65125	13153	kākaparṇī	f	NOUN	1	the plant Phaseolus trilobus
65126	175375	alpikā	f	NOUN	1	Phaseolus trilobus Ait.
